管理	875	vn	0.011778959
建设	826	vn	0.011119338
发展	731	v	0.009840479
财政	726	n	0.009773171
服务	608	vn	0.008184694
预算	600	n	0.008077001
信息	557	n	0.007498149
增长	527	v	0.007094299
推进	522	vi	0.007026991
住房	518	n	0.006973144
资金	510	n	0.0068654506
支出	497	n	0.006690449
项目	495	n	0.0066635255
保障	424	vn	0.0057077473
收入	409	n	0.005505822
社会	404	n	0.005438514
本市	396	r	0.0053308206
上海	394	ns	0.005303897
企业	380	n	0.0051154336
政府	378	n	0.0050885105
政策	360	n	0.0048462003
完善	355	v	0.0047788923
进一步	354	d	0.0047654305
工作	331	vn	0.0044558123
经济	310	n	0.004173117
单位	308	n	0.0041461936
公共	306	b	0.0041192705
加快	289	vd	0.003890422
加强	287	v	0.0038634988
部门	281	n	0.0037827287
改革	262	v	0.003526957
情况	261	n	0.0035134954
主要	260	b	0.0035000336
审计	255	vn	0.0034327253
土地	254	n	0.0034192638
制度	253	n	0.003405802
实施	252	v	0.0033923404
技术	251	n	0.0033788786
重点	243	n	0.0032711853
体系	241	n	0.003244262
机制	238	n	0.003203877
产业	232	n	0.003123107
提高	228	v	0.0030692604
中心	225	n	0.0030288752
问题	224	n	0.0030154136
投资	222	v	0.0029884903
全市	219	n	0.0029481053
建立	217	v	0.002921182
促进	214	v	0.002880797
综合	214	vd	0.002880797
基础	208	n	0.002800027
规定	208	n	0.002800027
要求	207	v	0.0027865653
创新	203	vn	0.0027327186
国家	200	n	0.0026923337
设施	199	n	0.0026788719
城市	197	n	0.0026519485
专项	194	b	0.0026115635
安全	189	an	0.0025442552
上年	189	t	0.0025442552
基金	188	n	0.0025307937
支持	184	v	0.002476947
应用	181	vn	0.002436562
完成	179	v	0.0024096386
积极	176	ad	0.0023692537
市场	175	n	0.0023557919
规划	172	n	0.002315407
有限公司	168	n	0.0022615602
机构	167	n	0.0022480986
信息化	167	vn	0.0022480986
电子	164	n	0.0022077134
交通	160	n	0.002153867
节能	160	vn	0.002153867
其中	160	rz	0.002153867
基本	159	a	0.0021404051
使用	157	v	0.0021134818
上海市	157	ns	0.0021134818
工程	157	n	0.0021134818
落实	157	v	0.0021134818
安排	156	vn	0.0021000202
教育	154	vn	0.0020730968
居民	154	n	0.0020730968
环境	153	n	0.0020596352
社区	153	n	0.0020596352
相关	151	vn	0.0020327119
住宅	150	n	0.0020192503
系统	149	n	0.0020057885
执行	148	v	0.001992327
资源	147	n	0.0019788651
处理	146	vn	0.0019654036
下降	145	vi	0.0019519419
规范	143	v	0.0019250185
地方	143	n	0.0019250185
能力	141	n	0.0018980951
其他	141	rzv	0.0018980951
案例	140	n	0.0018846336
支付	140	v	0.0018846336
实现	139	v	0.0018711719
加大	139	v	0.0018711719
改造	137	v	0.0018442485
结果	136	n	0.0018307868
