信息	446	n	0.015913226
管理	425	vn	0.015163949
建设	397	vn	0.0141649125
财政	375	n	0.013379955
发展	361	v	0.012880437
服务	354	vn	0.012630678
住房	321	n	0.011453241
推进	241	vi	0.008598851
预算	235	n	0.008384772
完善	210	v	0.0074927746
保障	207	vn	0.0073857354
政府	207	n	0.0073857354
进一步	178	d	0.006351019
应用	169	vn	0.0060298997
社会	163	n	0.0058158203
技术	162	n	0.0057801404
公共	158	b	0.0056374213
机制	157	n	0.0056017414
加快	153	v	0.005459022
体系	149	n	0.005316302
建立	143	v	0.005102223
电子	140	n	0.004995183
信息化	139	vn	0.004959503
增长	137	v	0.0048881434
政策	133	n	0.0047454243
安全	132	an	0.0047097444
收入	131	n	0.0046740645
资金	131	n	0.0046740645
支出	130	vn	0.0046383846
加强	129	v	0.0046027047
企业	128	n	0.0045670248
土地	127	n	0.004531345
本市	124	r	0.004424305
制度	120	n	0.0042815856
产业	117	n	0.004174546
经济	116	n	0.004138866
基础	114	n	0.004067506
重点	113	n	0.0040318263
促进	112	v	0.0039961464
综合	107	vd	0.003817747
创新	107	vn	0.003817747
实施	104	v	0.0037107074
住宅	103	n	0.0036750278
平台	102	n	0.0036393479
改革	102	vn	0.0036393479
工作	101	vn	0.003603668
提高	101	v	0.003603668
网络	99	n	0.0035323082
系统	98	n	0.0034966283
城市	96	n	0.0034252685
支持	95	vn	0.0033895886
积极	93	a	0.0033182288
资源	91	n	0.0032468692
市场	90	n	0.0032111893
支付	88	v	0.0031398295
部门	87	n	0.0031041496
提升	85	v	0.0030327898
能力	83	n	0.00296143
规划	83	vn	0.00296143
设施	81	n	0.0028900702
项目	81	n	0.0028900702
上海	81	ns	0.0028900702
基金	80	n	0.0028543903
国家	80	n	0.0028543903
水平	78	n	0.0027830307
加大	78	v	0.0027830307
主要	77	b	0.0027473508
力度	75	n	0.002675991
不断	73	d	0.0026046312
形成	72	v	0.0025689513
单位	71	n	0.0025332714
基本	71	a	0.0025332714
改造	70	vn	0.0024975915
商务	70	n	0.0024975915
按照	69	p	0.0024619116
逐步	69	d	0.0024619116
物业	68	n	0.0024262317
中心	68	n	0.0024262317
要求	66	v	0.0023548722
教育	66	vn	0.0023548722
实现	66	v	0.0023548722
健全	66	v	0.0023548722
规范	65	v	0.0023191923
环境	65	n	0.0023191923
居住	65	vn	0.0023191923
地方	64	n	0.0022835124
领域	63	n	0.0022478325
全市	63	n	0.0022478325
方式	62	n	0.0022121526
下降	62	vi	0.0022121526
提供	61	v	0.0021764727
标准	61	n	0.0021764727
运行	61	vn	0.0021764727
租赁	59	vd	0.002105113
转移	59	v	0.002105113
上年	59	t	0.002105113
配套	58	v	0.002069433
通信	58	vn	0.002069433
监管	58	vn	0.002069433
国际	56	n	0.0019980732
全面	55	ad	0.0019623935
投资	55	vn	0.0019623935
监督	55	vn	0.0019623935
相关	55	vi	0.0019623935
供应	54	vn	0.0019267135
社区	54	n	0.0019267135
储备	53	vn	0.0018910336
完成	53	v	0.0018910336
深化	52	v	0.0018553537
着力	50	vd	0.001783994
决算	50	n	0.001783994
业务	50	n	0.001783994
有效	50	a	0.001783994
公开	50	vn	0.001783994
目标	50	n	0.001783994
方面	50	n	0.001783994
体制	49	n	0.0017483141
推动	49	v	0.0017483141
机构	48	n	0.0017126342
商品	48	n	0.0017126342
评价	48	vn	0.0017126342
采购	47	vn	0.0016769543
研究	47	vn	0.0016769543
鼓励	47	v	0.0016769543
模式	46	n	0.0016412744
居民	46	n	0.0016412744
平方米	46	q	0.0016412744
规定	46	n	0.0016412744
功能	46	n	0.0016412744
专项	45	b	0.0016055946
问题	45	n	0.0016055946
共享	45	v	0.0016055946
情况	44	n	0.0015699147
行政	44	n	0.0015699147
优化	44	v	0.0015699147
交通	43	n	0.0015342348
融合	43	vn	0.0015342348
支撑	43	v	0.0015342348
开展	43	v	0.0015342348
试点	43	n	0.0015342348
应急	43	vn	0.0015342348
拓展	43	v	0.0015342348
行业	42	n	0.001498555
国有	42	vn	0.001498555
利用	42	v	0.001498555
增加	42	v	0.001498555
范围	41	n	0.001462875
重要	41	a	0.001462875
需求	41	n	0.001462875
结合	41	v	0.001462875
节能	41	vn	0.001462875
绩效	40	n	0.0014271952
工程	40	n	0.0014271952
探索	40	v	0.0014271952
投入	40	vn	0.0014271952
使用	39	v	0.0013915154
产权	39	n	0.0013915154
发挥	39	v	0.0013915154
产品	39	n	0.0013915154
区域	39	n	0.0013915154
开发	39	vn	0.0013915154
扩大	39	v	0.0013915154
数字	38	n	0.0013558355
税收	38	n	0.0013558355
质量	38	n	0.0013558355
政务	38	n	0.0013558355
落实	38	v	0.0013558355
十二五	38	m	0.0013558355
统一	38	vn	0.0013558355
大型	37	b	0.0013201556
通过	37	p	0.0013201556
数据	37	n	0.0013201556
围绕	36	v	0.0012844757
作用	36	n	0.0012844757
条件	36	n	0.0012844757
覆盖	36	vn	0.0012844757
网上	36	s	0.0012844757
智能	36	n	0.0012844757
协同	35	vd	0.0012487958
根据	35	p	0.0012487958
市级	35	b	0.0012487958
专业	35	n	0.0012487958
增强	35	v	0.0012487958
重大	34	a	0.0012131159
安排	34	v	0.0012131159
期间	34	f	0.0012131159
互联网	34	n	0.0012131159
示范	34	vn	0.0012131159
事业	34	n	0.0012131159
收支	33	n	0.0011774361
市民	33	n	0.0011774361
民生	33	n	0.0011774361
组织	33	n	0.0011774361
补助	33	n	0.0011774361
国库	33	n	0.0011774361
执行	33	v	0.0011774361
研发	33	v	0.0011774361
同时	33	c	0.0011774361
结构	32	n	0.0011417562
年度	32	n	0.0011417562
切实	32	ad	0.0011417562
文化	32	n	0.0011417562
构建	31	v	0.0011060763
强化	31	v	0.0011060763
基地	31	n	0.0011060763
服务业	31	n	0.0011060763
改善	31	v	0.0011060763
适用	31	a	0.0011060763
上海市	31	ns	0.0011060763
其中	31	rz	0.0011060763
协调	31	ad	0.0011060763
办法	31	n	0.0011060763
园区	30	n	0.0010703964
用地	30	n	0.0010703964
各类	30	r	0.0010703964
产业化	30	vn	0.0010703964
经费	30	n	0.0010703964
继续	30	v	0.0010703964
调整	30	vn	0.0010703964
机关	29	n	0.0010347165
用于	29	v	0.0010347165
家庭	29	n	0.0010347165
大力	29	d	0.0010347165
稳定	29	an	0.0010347165
出让	29	v	0.0010347165
经营	29	vn	0.0010347165
制定	28	v	9.990366E-4
确保	28	v	9.990366E-4
安置	28	vn	9.990366E-4
十一五	27	m	9.6335675E-4
制造业	27	n	9.6335675E-4
价格	27	n	9.6335675E-4
面向	27	v	9.6335675E-4
解决	27	v	9.6335675E-4
信用	27	n	9.6335675E-4
转变	27	v	9.6335675E-4
其他	27	rzv	9.6335675E-4
评估	27	vn	9.6335675E-4
成本	27	n	9.6335675E-4
新建	27	v	9.6335675E-4
集中	27	vn	9.6335675E-4
房屋	27	n	9.6335675E-4
卫生	26	an	9.2767685E-4
引导	26	v	9.2767685E-4
面积	26	n	9.2767685E-4
移动	26	vn	9.2767685E-4
措施	26	n	9.2767685E-4
金融	26	n	9.2767685E-4
困难	26	an	9.2767685E-4
财务	26	n	9.2767685E-4
年月	26	n	9.2767685E-4
明确	25	ad	8.91997E-4
科学	25	a	8.91997E-4
咨询	25	vn	8.91997E-4
会计	25	n	8.91997E-4
新增	25	v	8.91997E-4
业主	25	n	8.91997E-4
分配	25	vn	8.91997E-4
中央	25	n	8.91997E-4
充分	25	ad	8.91997E-4
健康	25	a	8.91997E-4
认证	24	vn	8.563171E-4
结果	24	n	8.563171E-4
比例	24	n	8.563171E-4
监控	24	vn	8.563171E-4
为主	24	vi	8.563171E-4
融资	24	vn	8.563171E-4
宽带	24	b	8.563171E-4
贯彻	24	v	8.563171E-4
转型	24	vn	8.563171E-4
整合	24	v	8.563171E-4
动迁	24	vn	8.563171E-4
过程	24	n	8.563171E-4
监测	23	v	8.206372E-4
房地产	23	n	8.206372E-4
决策	23	vn	8.206372E-4
设计	23	v	8.206372E-4
原因	23	n	8.206372E-4
具有	23	v	8.206372E-4
医疗	23	n	8.206372E-4
软件	23	n	8.206372E-4
消费	23	vn	8.206372E-4
人才	23	n	8.206372E-4
相应	23	vi	8.206372E-4
自主	23	vd	8.206372E-4
规模	23	n	8.206372E-4
实行	23	v	8.206372E-4
原则	22	n	7.849574E-4
推广	22	v	7.849574E-4
关键	22	a	7.849574E-4
成为	22	v	7.849574E-4
交易	22	vn	7.849574E-4
作为	22	v	7.849574E-4
科技	22	n	7.849574E-4
运用	21	v	7.492775E-4
适应	21	v	7.492775E-4
空间	21	n	7.492775E-4
中小企业	21	n	7.492775E-4
责任	21	n	7.492775E-4
共有	21	v	7.492775E-4
用户	21	n	7.492775E-4
突破	21	v	7.492775E-4
小区	21	n	7.492775E-4
联网	21	vi	7.492775E-4
审计	21	vn	7.492775E-4
审批	21	vn	7.492775E-4
战略	21	n	7.492775E-4
坚持	21	v	7.492775E-4
商品房	21	n	7.492775E-4
处理	21	v	7.492775E-4
合理	21	a	7.492775E-4
无线	20	b	7.135976E-4
出口	20	vn	7.135976E-4
保险	20	n	7.135976E-4
市政府	20	n	7.135976E-4
持续	20	vd	7.135976E-4
指导	20	v	7.135976E-4
意见	20	n	7.135976E-4
生产	20	vn	7.135976E-4
培训	20	vn	7.135976E-4
核心	20	n	7.135976E-4
保护	20	vn	7.135976E-4
计划	20	n	7.135976E-4
突出	20	a	7.135976E-4
负责	20	v	7.135976E-4
超过	20	v	7.135976E-4
纳入	20	v	7.135976E-4
内容	20	n	7.135976E-4
调控	20	vn	7.135976E-4
总体	20	n	7.135976E-4
深入	19	ad	6.7791773E-4
部分	19	n	6.7791773E-4
计算	19	vn	6.7791773E-4
工业	19	n	6.7791773E-4
智能化	19	vn	6.7791773E-4
行为	19	n	6.7791773E-4
渠道	19	n	6.7791773E-4
达到	19	v	6.7791773E-4
明显	19	ad	6.7791773E-4
附加	19	vn	6.7791773E-4
保持	19	v	6.7791773E-4
需要	19	n	6.7791773E-4
指标	19	n	6.7791773E-4
征收	19	vn	6.7791773E-4
任务	19	n	6.7791773E-4
增值税	19	n	6.7791773E-4
更加	19	d	6.7791773E-4
参与	18	v	6.4223784E-4
人员	18	n	6.4223784E-4
购买	18	v	6.4223784E-4
第三	18	m	6.4223784E-4
案例	18	n	6.4223784E-4
预期	18	v	6.4223784E-4
工业化	18	vn	6.4223784E-4
一体化	18	vn	6.4223784E-4
城乡	18	n	6.4223784E-4
统筹	18	vd	6.4223784E-4
事务	18	n	6.4223784E-4
取得	18	v	6.4223784E-4
环保	18	n	6.4223784E-4
上半年	18	t	6.4223784E-4
联动	18	vn	6.4223784E-4
满足	18	v	6.4223784E-4
编制	17	v	6.0655794E-4
运营	17	vn	6.0655794E-4
国内	17	s	6.0655794E-4
实际	17	ad	6.0655794E-4
制造	17	vn	6.0655794E-4
担保	17	vn	6.0655794E-4
集成	17	v	6.0655794E-4
接入	17	v	6.0655794E-4
财力	17	n	6.0655794E-4
控制	17	v	6.0655794E-4
环节	16	n	5.708781E-4
风险	16	n	5.708781E-4
调节	16	vn	5.708781E-4
设备	16	n	5.708781E-4
新型	16	b	5.708781E-4
减少	16	v	5.708781E-4
郊区	16	s	5.708781E-4
交换	16	vn	5.708781E-4
带动	16	v	5.708781E-4
分析	16	vn	5.708781E-4
公务	16	n	5.708781E-4
补偿	16	vn	5.708781E-4
进行	16	vx	5.708781E-4
部署	16	vn	5.708781E-4
生活	16	vn	5.708781E-4
活动	16	vn	5.708781E-4
符合	15	v	5.351982E-4
培育	15	v	5.351982E-4
建筑	15	n	5.351982E-4
包括	15	v	5.351982E-4
各级	15	r	5.351982E-4
预警	15	vn	5.351982E-4
以下	15	f	5.351982E-4
率先	15	d	5.351982E-4
终端	15	n	5.351982E-4
法规	15	n	5.351982E-4
采取	15	v	5.351982E-4
同期	15	f	5.351982E-4
现代	15	t	5.351982E-4
现代化	15	vn	5.351982E-4
分类	15	vd	5.351982E-4
本级	15	r	5.351982E-4
财税	15	n	5.351982E-4
具体	15	ad	5.351982E-4
个人	15	n	5.351982E-4
收费	15	vn	5.351982E-4
职能	15	n	5.351982E-4
营业税	15	n	5.351982E-4
上涨	15	vn	5.351982E-4
债务	15	n	5.351982E-4
动态	14	n	4.995183E-4
当年	14	t	4.995183E-4
驱动	14	vn	4.995183E-4
效能	14	n	4.995183E-4
趋势	14	n	4.995183E-4
征管	14	vn	4.995183E-4
缴纳	14	v	4.995183E-4
以上	14	f	4.995183E-4
乡镇	14	n	4.995183E-4
资本	14	n	4.995183E-4
农业	14	n	4.995183E-4
收益	14	n	4.995183E-4
集聚	14	vn	4.995183E-4
贸易	14	vn	4.995183E-4
市政	14	n	4.995183E-4
存量	14	n	4.995183E-4
聚焦	14	vn	4.995183E-4
电视	14	n	4.995183E-4
领导	14	n	4.995183E-4
限价	14	vn	4.995183E-4
合作	14	vn	4.995183E-4
物流	14	n	4.995183E-4
群众	13	n	4.6383843E-4
普通	13	a	4.6383843E-4
反馈	13	vn	4.6383843E-4
多种	13	m	4.6383843E-4
开工	13	vn	4.6383843E-4
处置	13	vn	4.6383843E-4
同比	13	n	4.6383843E-4
先进	13	a	4.6383843E-4
特点	13	n	4.6383843E-4
零售额	13	n	4.6383843E-4
导向	13	n	4.6383843E-4
优先	13	vd	4.6383843E-4
关系	13	n	4.6383843E-4
就业	13	vn	4.6383843E-4
无线电	13	n	4.6383843E-4
成果	13	n	4.6383843E-4
中小	13	b	4.6383843E-4
各项	13	r	4.6383843E-4
账户	13	n	4.6383843E-4
覆盖面	13	n	4.6383843E-4
行动	13	vn	4.6383843E-4
产业链	13	n	4.6383843E-4
房产	13	n	4.6383843E-4
严格	12	ad	4.2815856E-4
新兴	12	b	4.2815856E-4
使用权	12	n	4.2815856E-4
委员会	12	n	4.2815856E-4
依托	12	vn	4.2815856E-4
世博会	12	n	4.2815856E-4
总量	12	n	4.2815856E-4
流程	12	n	4.2815856E-4
同步	12	vd	4.2815856E-4
因素	12	n	4.2815856E-4
依法	12	d	4.2815856E-4
财政性	12	n	4.2815856E-4
单一	12	a	4.2815856E-4
整体	12	n	4.2815856E-4
考核	12	vn	4.2815856E-4
地区	12	n	4.2815856E-4
时间	12	n	4.2815856E-4
农村	12	n	4.2815856E-4
有序	12	a	4.2815856E-4
检查	12	vn	4.2815856E-4
资产	12	n	4.2815856E-4
我国	12	n	4.2815856E-4
增加值	12	n	4.2815856E-4
筹集	12	v	4.2815856E-4
显示	12	v	4.2815856E-4
商业	12	n	4.2815856E-4
购房	12	vn	4.2815856E-4
资质	11	n	3.924787E-4
集约化	11	vn	3.924787E-4
维护	11	v	3.924787E-4
信箱	11	n	3.924787E-4
网格	11	n	3.924787E-4
受益	11	vi	3.924787E-4
比重	11	n	3.924787E-4
抓紧	11	vd	3.924787E-4
人口	11	n	3.924787E-4
确定	11	v	3.924787E-4
公有	11	b	3.924787E-4
依据	11	n	3.924787E-4
平稳	11	ad	3.924787E-4
地理	11	n	3.924787E-4
努力	11	an	3.924787E-4
预计	11	v	3.924787E-4
日常	11	b	3.924787E-4
办理	11	v	3.924787E-4
理念	11	n	3.924787E-4
职工	11	n	3.924787E-4
特定	11	b	3.924787E-4
打造	11	v	3.924787E-4
数字化	11	vn	3.924787E-4
互动	11	vn	3.924787E-4
年初	11	t	3.924787E-4
启动	11	v	3.924787E-4
认真	11	ad	3.924787E-4
调查	11	v	3.924787E-4
执法	11	vi	3.924787E-4
使用费	11	n	3.924787E-4
引进	11	v	3.924787E-4
可以	11	v	3.924787E-4
生态	11	n	3.924787E-4
筹措	11	v	3.924787E-4
防范	11	vn	3.924787E-4
能级	11	n	3.924787E-4
宏观	11	n	3.924787E-4
左右	11	m	3.924787E-4
全部	11	m	3.924787E-4
知识	11	n	3.924787E-4
精细	11	ad	3.924787E-4
加上	11	v	3.924787E-4
深度	11	n	3.924787E-4
一代	11	n	3.924787E-4
配合	10	v	3.567988E-4
所有	10	b	3.567988E-4
运作	10	vn	3.567988E-4
法人	10	n	3.567988E-4
调入	10	v	3.567988E-4
框架	10	n	3.567988E-4
城镇	10	n	3.567988E-4
编号	10	n	3.567988E-4
补贴	10	vn	3.567988E-4
举措	10	n	3.567988E-4
销售	10	vn	3.567988E-4
财政部	10	nt	3.567988E-4
外资	10	n	3.567988E-4
费用	10	n	3.567988E-4
传统	10	n	3.567988E-4
有机	10	b	3.567988E-4
主体	10	n	3.567988E-4
透明	10	a	3.567988E-4
产值	10	n	3.567988E-4
优惠	10	vn	3.567988E-4
带宽	10	n	3.567988E-4
市区	10	s	3.567988E-4
中长期	10	n	3.567988E-4
稳步	10	d	3.567988E-4
体现	10	v	3.567988E-4
直接	10	ad	3.567988E-4
创造	10	v	3.567988E-4
能源	10	n	3.567988E-4
制订	10	v	3.567988E-4
自我	10	rr	3.567988E-4
法律	10	n	3.567988E-4
一体	10	n	3.567988E-4
审核	10	vn	3.567988E-4
全球	10	n	3.567988E-4
有偿	10	d	3.567988E-4
手段	10	n	3.567988E-4
把握	10	v	3.567988E-4
互联	9	vi	3.2111892E-4
领先	9	vn	3.2111892E-4
汽车	9	n	3.2111892E-4
出售	9	v	3.2111892E-4
装修	9	vn	3.2111892E-4
