住房	1219	n	0.018156363
建设	1137	vn	0.016935015
管理	1082	vn	0.01611582
工程	786	n	0.011707055
单位	762	n	0.011349589
施工	702	vn	0.010455919
工作	685	vn	0.010202713
建筑	557	n	0.0082962215
北京市	545	ns	0.008117488
家庭	514	n	0.007655759
房屋	501	n	0.007462131
企业	462	n	0.0068812463
项目	458	n	0.0068216687
质量	454	n	0.0067620906
安全	448	an	0.0066727237
保障	390	v	0.005808844
进行	375	vx	0.0055854274
部门	361	n	0.0053769047
服务	336	vn	0.005004543
规定	336	n	0.005004543
城乡	316	n	0.0047066533
物业	308	n	0.0045874976
混凝土	304	n	0.0045279195
年月	296	n	0.0044087637
加强	287	v	0.004274714
申请	277	v	0.004125769
通知	277	n	0.004125769
租赁	274	vn	0.0040810853
相关	272	vn	0.0040512965
公共	271	b	0.004036402
监督	269	vn	0.004006613
实施	261	v	0.0038874573
资金	259	n	0.0038576685
使用	256	vn	0.003812985
人员	249	n	0.0037087237
市场	249	n	0.0037087237
现场	244	s	0.0036342514
要求	243	v	0.0036193568
情况	242	n	0.0036044624
房地产	239	n	0.003559779
时间	233	n	0.0034704122
办法	230	n	0.0034257288
标准	217	n	0.0032321005
登记	208	v	0.0030980504
专项	206	b	0.0030682613
落实	206	v	0.0030682613
执法	200	vn	0.0029788946
检查	200	v	0.0029788946
合同	192	n	0.0028597387
发展	192	vn	0.0028597387
按照	191	p	0.0028448442
技术	190	n	0.0028299498
行为	187	n	0.0027852664
监管	187	vn	0.0027852664
责任	180	n	0.002681005
组织	180	v	0.002681005
完成	178	v	0.0026512162
问题	177	n	0.0026363216
北京	174	ns	0.0025916381
购房	171	v	0.002546955
信息	168	n	0.0025022714
维修	166	vn	0.0024724824
住宅	166	n	0.0024724824
材料	166	n	0.0024724824
生产	165	vn	0.002457588
本市	164	r	0.0024426936
机构	162	n	0.0024129045
开展	162	v	0.0024129045
进一步	159	d	0.002368221
系统	157	n	0.0023384322
违法	157	vn	0.0023384322
行政	155	n	0.0023086432
政策	151	n	0.0022490653
资质	151	n	0.0022490653
结构	148	n	0.0022043819
监理	147	vn	0.0021894875
开发	144	vn	0.002144804
通过	142	p	0.0021150152
罚款	142	n	0.0021150152
建设部	141	nt	0.0021001205
活动	138	vn	0.0020554373
规范	137	a	0.0020405427
制度	137	n	0.0020405427
业主	137	n	0.0020405427
房源	135	n	0.0020107538
资格	135	n	0.0020107538
治理	135	vn	0.0020107538
设计	134	vn	0.0019958594
社会	132	n	0.0019660704
完善	130	v	0.0019362814
招标	130	vi	0.0019362814
推进	126	vi	0.0018767036
提供	126	v	0.0018767036
机制	125	n	0.001861809
符合	125	v	0.001861809
改造	124	vn	0.0018469146
应当	124	v	0.0018469146
条件	123	n	0.0018320201
意见	121	n	0.0018022312
以下	118	f	0.0017575477
投资	116	v	0.0017277588
商品	115	n	0.0017128644
全面	114	ad	0.0016979699
节能	114	vi	0.0016979699
建立	113	v	0.0016830754
实现	112	v	0.0016681809
全市	112	n	0.0016681809
安装	112	v	0.0016681809
商品房	110	n	0.001638392
经济	109	n	0.0016234976
有限公司	108	n	0.001608603
方式	108	n	0.001608603
处罚	108	v	0.001608603
次数	108	n	0.001608603
浏览	107	vn	0.0015937085
政府	106	n	0.0015788141
体系	105	n	0.0015639196
办理	104	v	0.0015490252
严格	104	ad	0.0015490252
重点	103	n	0.0015341307
执行	102	v	0.0015192362
力度	102	n	0.0015192362
主管	102	vn	0.0015192362
根据	101	p	0.0015043417
加大	101	v	0.0015043417
方案	101	n	0.0015043417
开始	101	v	0.0015043417
以上	101	f	0.0015043417
产权	98	n	0.0014596584
增加	98	v	0.0014596584
平方米	96	q	0.0014298693
违规	96	vn	0.0014298693
附件	96	n	0.0014298693
主要	96	d	0.0014298693
验收	94	v	0.0014000804
各区	94	r	0.0014000804
文件	93	n	0.001385186
有效	93	a	0.001385186
同时	93	n	0.001385186
备案	92	vn	0.0013702915
检测	92	vn	0.0013702915
提高	91	v	0.001355397
平台	90	n	0.0013405025
规划	90	n	0.0013405025
绿色	89	n	0.0013256081
行业	88	n	0.0013107136
城市	88	n	0.0013107136
主体	88	n	0.0013107136
基础	88	n	0.0013107136
设备	87	n	0.0012958191
制定	86	v	0.0012809247
面积	86	n	0.0012809247
审核	86	vn	0.0012809247
过程	86	n	0.0012809247
条例	85	n	0.0012660301
优先	85	vd	0.0012660301
其他	85	rzv	0.0012660301
城乡建设委员会	84	nt	0.0012511357
我市	83	n	0.0012362412
确保	83	v	0.0012362412
推动	83	v	0.0012362412
措施	82	n	0.0012213468
证明	81	v	0.0012064523
任务	81	n	0.0012064523
提出	81	v	0.0012064523
积极	79	ad	0.0011766633
解决	79	v	0.0011766633
扬尘	79	n	0.0011766633
取得	79	v	0.0011766633
结合	78	v	0.0011617689
建委	78	n	0.0011617689
预售	77	vn	0.0011468744
责令	77	v	0.0011468744
环境	76	n	0.0011319799
依法	76	d	0.0011319799
公开	75	ad	0.0011170855
促进	75	v	0.0011170855
中心	75	n	0.0011170855
委员会	74	n	0.0011021909
应急	74	vn	0.0011021909
交易	73	vn	0.0010872965
居民	73	n	0.0010872965
到场	73	vi	0.0010872965
房管	73	vn	0.0010872965
明确	72	v	0.001072402
减少	72	v	0.001072402
处理	72	v	0.001072402
限额	71	n	0.0010575076
检验	71	vn	0.0010575076
原件	71	n	0.0010575076
发现	70	v	0.0010426131
承租	70	v	0.0010426131
经纪	70	vn	0.0010426131
设施	69	n	0.0010277187
创新	69	vi	0.0010277187
专业	69	n	0.0010277187
具体	69	a	0.0010277187
保证	67	v	9.979297E-4
同比	67	n	9.979297E-4
合格	67	vi	9.979297E-4
综合	67	vd	9.979297E-4
范围	67	n	9.979297E-4
安置	67	vn	9.979297E-4
银行	67	n	9.979297E-4
水平	66	n	9.830352E-4
改革	65	vn	9.681407E-4
拆迁	65	vn	9.681407E-4
指导	64	vn	9.5324626E-4
产业化	63	vn	9.383518E-4
加快	63	vd	9.383518E-4
租金	63	n	9.383518E-4
提交	63	v	9.383518E-4
负责	63	v	9.383518E-4
印发	63	v	9.383518E-4
不得	63	vi	9.383518E-4
复印件	63	n	9.383518E-4
国家	63	n	9.383518E-4
构件	62	n	9.234573E-4
强化	62	v	9.234573E-4
监控	62	vn	9.234573E-4
销售	61	vn	9.0856286E-4
基本	61	ad	9.0856286E-4
计划	61	n	9.0856286E-4
改正	61	v	9.0856286E-4
结果	60	n	8.936684E-4
实际	60	n	8.936684E-4
事故	60	n	8.936684E-4
发生	60	v	8.936684E-4
超过	60	v	8.936684E-4
调整	60	v	8.936684E-4
竣工	60	vi	8.936684E-4
适用	60	a	8.936684E-4
租房	59	v	8.7877386E-4
程序	59	n	8.7877386E-4
研究	58	v	8.638794E-4
动态	58	n	8.638794E-4
其中	58	rz	8.638794E-4
街道	57	n	8.489849E-4
作为	57	p	8.489849E-4
继续	57	v	8.489849E-4
中国	56	ns	8.3409046E-4
确定	56	v	8.3409046E-4
电耗	56	n	8.3409046E-4
评估	56	vn	8.3409046E-4
评价	56	vn	8.3409046E-4
贯彻	56	v	8.3409046E-4
预制	55	vn	8.19196E-4
作业	55	vn	8.19196E-4
供应	55	v	8.19196E-4
采用	55	v	8.19196E-4
深入	54	ad	8.043015E-4
重要	54	a	8.043015E-4
证书	53	n	7.8940706E-4
可以	53	v	7.8940706E-4
具有	53	v	7.8940706E-4
内容	52	n	7.745126E-4
集团	52	n	7.745126E-4
土地	52	n	7.745126E-4
统一	51	vn	7.596181E-4
限价	51	vn	7.596181E-4
北京市人民政府	51	nt	7.596181E-4
协调	51	v	7.596181E-4
下午	50	t	7.4472366E-4
咨询	50	vn	7.4472366E-4
费用	50	n	7.4472366E-4
西城区	50	ns	7.4472366E-4
数据	50	n	7.4472366E-4
灌浆	50	vi	7.4472366E-4
部分	49	m	7.298292E-4
视频	49	n	7.298292E-4
人民政府	49	nl	7.298292E-4
身份证	49	n	7.298292E-4
手续	49	n	7.298292E-4
资料	49	n	7.298292E-4
承包	49	v	7.298292E-4
行动	49	vn	7.298292E-4
包括	48	v	7.1493466E-4
试点	48	n	7.1493466E-4
区域	48	n	7.1493466E-4
居住	48	vn	7.1493466E-4
审批	48	vn	7.1493466E-4
业务	47	n	7.000402E-4
认真	47	ad	7.000402E-4
调控	47	vn	7.000402E-4
配合	47	v	7.000402E-4
编制	47	vn	7.000402E-4
防水	47	vn	7.000402E-4
相应	47	vi	7.000402E-4
人民	47	n	7.000402E-4
报告	47	n	7.000402E-4
各项	47	r	7.000402E-4
交通	46	n	6.8514573E-4
委托	46	v	6.8514573E-4
注册	46	vn	6.8514573E-4
市政	46	n	6.8514573E-4
实行	46	v	6.8514573E-4
强度	46	n	6.8514573E-4
轨道	46	n	6.8514573E-4
城镇	46	n	6.8514573E-4
负责人	46	n	6.8514573E-4
查处	46	v	6.8514573E-4
法号	45	n	6.7025126E-4
作用	45	n	6.7025126E-4
社区	45	n	6.7025126E-4
人口	45	n	6.7025126E-4
开工	45	vi	6.7025126E-4
信用	45	n	6.7025126E-4
整改	45	vn	6.7025126E-4
专家	45	n	6.7025126E-4
群众	44	n	6.553568E-4
年度	44	n	6.553568E-4
必须	44	d	6.553568E-4
法律	44	n	6.553568E-4
需要	44	v	6.553568E-4
所有权	43	n	6.404623E-4
投标	43	vn	6.404623E-4
公司	43	n	6.404623E-4
建筑业	43	n	6.404623E-4
